dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,7.193391,6.183764,6.077500,1.700000,0.000000,0.000000,0.878813
0.050000,7.245000,6.251274,6.162500,1.700000,0.000000,0.000000,0.958859
0.050000,7.289973,6.318359,6.247500,1.700000,0.000000,0.000000,0.994386
0.050000,7.335174,6.390339,6.332500,1.700000,0.000000,0.000000,1.026668
0.050000,7.377802,6.463872,6.417500,1.700000,0.000000,0.000000,1.065422
0.050000,7.417239,6.539159,6.502500,1.700000,0.000000,0.000000,1.112792
0.050000,7.452637,6.616425,6.587500,1.700000,0.000000,0.000000,1.171892
0.050000,7.482796,6.695872,6.672500,1.700000,0.000000,0.000000,1.247279
0.050000,7.506002,6.777608,6.757500,1.700000,0.000000,0.000000,1.345528
0.050000,7.519819,6.861417,6.842500,1.700000,0.000000,0.000000,1.475349
0.050000,7.521012,6.946306,6.927500,1.700000,0.000000,0.000000,1.645248
0.050000,7.506121,7.029832,7.012500,1.700000,0.000000,0.000000,1.854759
0.050000,7.473277,7.108031,7.097500,1.700000,0.000000,0.000000,2.082060
0.050000,7.424084,7.177159,7.182500,1.700000,0.000000,0.000000,2.290669
0.050000,7.362766,7.235882,7.267500,1.700000,0.000000,0.000000,2.457335
0.050000,7.293593,7.285187,7.352500,1.700000,0.000000,0.000000,2.580745
0.050000,7.219602,7.326967,7.437500,1.700000,0.000000,0.000000,2.669379
0.050000,7.142675,7.363089,7.522500,1.700000,0.000000,0.000000,2.732108
0.050000,7.063947,7.395118,7.607500,1.700000,0.000000,0.000000,2.775523
0.050000,6.985446,7.423857,7.691099,1.643974,-1.120529,-22.410573,2.803616
0.050000,6.910030,7.449630,7.770798,1.543974,-2.000000,-17.589427,2.819289
0.050000,6.839092,7.473031,7.845497,1.443974,-2.000000,0.000000,2.825263
0.050000,6.772857,7.494730,7.915195,1.343974,-2.000000,0.000000,2.823607
0.050000,6.711471,7.515167,7.979894,1.243974,-2.000000,-0.000000,2.815752
0.050000,6.655030,7.534617,8.039593,1.143974,-2.000000,0.000000,2.802768
0.050000,6.603592,7.553218,8.094291,1.043974,-2.000000,0.000000,2.785547
0.050000,6.557184,7.571001,8.143990,0.943974,-2.000000,-0.000000,2.764925
0.050000,6.515807,7.587906,8.188689,0.843974,-2.000000,0.000000,2.741760
0.050000,6.479429,7.603798,8.228387,0.743974,-2.000000,0.000000,2.716991
0.050000,6.447991,7.618481,8.263086,0.643974,-2.000000,0.000000,2.691661
0.050000,6.421407,7.631720,8.292785,0.543974,-2.000000,0.000000,2.666905
0.050000,6.399569,7.643256,8.317483,0.443974,-2.000000,-0.000000,2.643917
0.050000,6.382354,7.652831,8.337182,0.343974,-2.000000,0.000000,2.623875
0.050000,6.369640,7.660206,8.351881,0.243974,-2.000000,-0.000000,2.607861
0.050000,6.361318,7.665186,8.361580,0.143974,-2.000000,0.000000,2.596772
0.050000,6.357306,7.667633,8.366278,0.043974,-2.000000,-0.000000,2.591245
0.050000,6.356369,7.668208,8.367378,0.000000,-0.879471,22.410573,2.589938
0.050000,6.356369,7.668208,8.367378,0.000000,0.000000,17.589427,2.589938
